id;"""building""";"""addr_stree""";"""addr_hou_1""";число_жителей
1474;yes;улица Чайковского;32А;9
1475;yes;улица Чайковского;44969;3
1476;apartments;улица Чайковского;119;27
1477;residential;улица Чайковского;32;18
1478;apartments;улица Чайковского;123;12
1479;apartments;улица Чайковского;44956;23
1480;yes;улица Чайковского;111/1;7
1481;apartments;улица Чайковского;117/1;22
1482;yes;улица Чайковского;28;8
1483;apartments;улица Чайковского;121;16
1484;apartments;улица Чайковского;117;0
1485;residential;улица Чайковского;34;15
1486;house;улица Чайковского;105;4
1487;house;улица Чайковского;16;12
1488;yes;улица Чайковского;10;21
1489;house;улица Чайковского;18;21
1490;house;улица Чайковского;24;20
1491;house;улица Чайковского;20;24
1492;house;улица Чайковского;14;28
1493;house;улица Чайковского;12;16
1494;house;улица Чайковского;44936;21
1495;house;улица Чайковского;22;2
1496;house;улица Чайковского;44940;25
1497;house;улица Чайковского;97;14
1498;house;улица Чайковского;89;12
1499;yes;улица Чайковского;87;8
1500;house;улица Чайковского;95;30
1501;house;улица Чайковского;91;14
1502;house;улица Чайковского;103;1
1503;yes;улица Чайковского;73;1
1504;yes;улица Чайковского;67;12
1505;house;улица Чайковского;51;30
1506;house;улица Чайковского;55;10
1507;house;улица Чайковского;77;29
1508;yes;улица Чайковского;71;25
1509;house;улица Чайковского;63;16
1510;house;улица Чайковского;47;4
1511;house;улица Чайковского;49;17
1512;house;улица Чайковского;75;18
1513;house;улица Чайковского;53;19
1514;yes;улица Чайковского;79;21
1515;yes;улица Чайковского;69;16
1516;yes;улица Чайковского;85;22
1517;house;улица Чайковского;26;8
1518;yes;улица Чайковского;32/8;7
1519;yes;улица Чайковского;32/6;27
1520;yes;улица Чайковского;32/7;16
1521;yes;улица Чайковского;38/2;16
1522;yes;улица Чайковского;36/10А;0
1523;yes;улица Чайковского;81;11
1524;house;улица Чайковского;44952;10
1525;house;улица Чайковского;8;28
1526;yes;улица Чайковского;2Б;18
1527;yes;улица Чайковского;44961;22
1528;yes;улица Чайковского;44930;18
1529;house;улица Чайковского;27;1
1530;house;улица Чайковского;33;1
1531;house;улица Чайковского;25;5
1532;yes;улица Чайковского;13;5
1533;yes;улица Чайковского;11;12
1534;house;улица Чайковского;23;23
1535;yes;улица Чайковского;45079;19
1536;yes;улица Чайковского;44928;28
1537;house;улица Чайковского;19;20
1538;house;улица Чайковского;43;12
1539;yes;улица Чайковского;45262;30
1540;yes;улица Чайковского;45140;13
1541;house;улица Чайковского;45;12
1542;house;улица Чайковского;41;24
1543;house;улица Чайковского;17;27
1544;house;улица Чайковского;21;18
1545;house;улица Чайковского;39;14
1546;house;улица Чайковского;15;7
1547;apartments;улица Чайковского;45015;8
1548;apartments;улица Чайковского;45046;20
1549;apartments;улица Чайковского;45109;25
1550;yes;улица Чайковского;2А;5
1551;yes;улица Чайковского;2В;23
1552;yes;улица Чайковского;2;10
1553;house;улица Чайковского;101;9
1554;house;улица Чайковского;99;17
1555;house;улица Чайковского;93;22
1556;yes;улица Чайковского;83;11
1557;yes;улица Чайковского;65;27
1558;house;улица Чайковского;59;16
1559;house;улица Чайковского;57;23
1560;house;улица Чайковского;37;19
1561;house;улица Чайковского;35;28
1562;house;улица Чайковского;29;1
1563;house;улица Чайковского;31;23
1564;yes;улица Чайковского;32/1к1;10
1565;yes;улица Чайковского;38А;7
1566;yes;улица Чайковского;2/7а;18
1567;yes;улица Чайковского;34А;26
1568;yes;улица Чайковского;30/2А;19
1569;yes;улица Чайковского;30/2;24
1570;house;улица Чайковского;61;16
1571;house;улица Чехова;73;21
1572;house;улица Чехова;71;17
1573;house;улица Чехова;69;24
1574;house;улица Чехова;75;18
1575;house;улица Чехова;65;1
1576;house;улица Чехова;76;1
1577;house;улица Чехова;74;29
1578;house;улица Чехова;51;24
1579;house;улица Чехова;57;0
1580;house;улица Чехова;55;10
1581;house;улица Чехова;47;18
1582;house;улица Чехова;46;0
1583;yes;улица Чехова;56;25
1584;house;улица Чехова;49;13
1585;house;улица Чехова;67;14
1586;house;улица Чехова;54;10
1587;yes;улица Чехова;58;14
1588;house;улица Чехова;52;8
1589;house;улица Чехова;63;30
1590;yes;улица Чехова;30;19
1591;house;улица Чехова;36;16
1592;house;улица Чехова;32;17
1593;house;улица Чехова;22;27
1594;house;улица Чехова;38;12
1595;house;улица Чехова;44;6
1596;house;улица Чехова;34;26
1597;yes;улица Чехова;46;0
1598;house;улица Чехова;50;28
1599;house;улица Чехова;53/2;11
1600;house;улица Чехова;28;16
1601;yes;улица Чехова;35;23
1602;house;улица Чехова;60;6
1603;apartments;улица Чехова;37;17
1604;house;улица Чехова;40;22
1605;yes;улица Чехова;70/1;14
1606;house;улица Чехова;53;25
1607;house;улица Чехова;42;6
1608;house;улица Чехова;48;30
1609;house;улица Чехова;54/1;19
1610;apartments;улица Чехова;77;12
1611;apartments;улица Шевченко;44930;14
1612;apartments;улица Шевченко;6;22
1613;apartments;улица Шевченко;3А;3
1614;apartments;улица Шевченко;1;20
1615;apartments;улица Шевченко;4;1
1616;apartments;улица Шевченко;44928;13
1617;apartments;улица Шевченко;2;24
1618;yes;улица Шевченко;8;6
1619;apartments;улица Шевченко;5;25
1620;apartments;улица Шевченко;5;18
1621;apartments;улица Широких-Полянских;7;5
1622;yes;улица Широких-Полянских;9Б;3
1623;apartments;улица Широких-Полянских;44931;27
1624;apartments;улица Широких-Полянских;13;18
1625;apartments;улица Широких-Полянских;11;2
1626;apartments;улица Широких-Полянских;44933;21
1627;apartments;улица Широких-Полянских;12;24
1628;apartments;улица Широких-Полянских;44962;3
1629;apartments;улица Широких-Полянских;10;19
1630;apartments;улица Широких-Полянских;5;1
1631;apartments;улица Широких-Полянских;44994;18
1632;house;улица Широких-Полянских;8А;17
1633;apartments;улица Широких-Полянских;44935;25
1634;yes;улица Широких-Полянских;9В;15
1635;apartments;улица Широких-Полянских;9;0
1636;apartments;улица Широких-Полянских;44968;27
1637;apartments;улица Широких-Полянских;8;7
1638;apartments;улица Широких-Полянских;15;6
1639;apartments;улица Широких-Полянских;3;8
1640;apartments;улица Широких-Полянских;44966;20
1641;house;улица Широких-Полянских;44965;18
1642;apartments;улица Широких-Полянских;1;8
1643;yes;улица Якова Потапова;4А;27
1644;apartments;улица Якова Потапова;5;12
1645;apartments;улица Якова Потапова;17;5
1646;apartments;улица Якова Потапова;3;10
1647;apartments;улица Якова Потапова;9;26
1648;apartments;улица Якова Потапова;6;15
1649;apartments;улица Якова Потапова;44929;5
1650;apartments;улица Якова Потапова;19;8
1651;apartments;улица Якова Потапова;5;26
1652;apartments;улица Якова Потапова;44942;25
1653;apartments;улица Якова Потапова;44945;6
1654;apartments;улица Якова Потапова;44932;28
1655;apartments;улица Якова Потапова;13;9
1656;apartments;улица Якова Потапова;14;10
1657;apartments;улица Якова Потапова;8;25
1658;apartments;улица Якова Потапова;44943;9
1659;apartments;улица Якова Потапова;7;7
1660;apartments;улица Якова Потапова;44995;4
1661;apartments;улица Якова Потапова;44937;6
1662;apartments;улица Якова Потапова;44967;0
1663;apartments;улица Якова Потапова;44933;24
1664;apartments;улица Якова Потапова;44941;17
1665;yes;улица Якова Потапова;1;5
1666;apartments;улица Якова Потапова;16;16
1667;apartments;улица Якова Потапова;18;3
1668;yes;улица Якова Потапова;44938;0
1669;yes;улица Якова Потапова;14А;10
1670;house;улица Якова Потапова;14/2 к2;23
1671;house;улица Якова Потапова;14/1 к1;19
1672;yes;улица Якова Потапова;11В;27
1673;yes;улица Якова Потапова;1 к1;2
1674;residential;улица Якова Потапова;45059;13
1675;yes;улица Якова Потапова;44971;7
1676;yes;улица Якова Потапова;44940;19
1677;apartments;улица Якова Потапова;44934;5
1678;yes;улица Якова Потапова;20;7
1679;yes;улица Якова Потапова;14В;25
1680;residential;улица Якова Потапова;44953;15
1681;yes;улица Якова Потапова;44936;5
1682;yes;улица Якова Потапова;6А;18
1683;yes;;;14
1684;yes;;;30
1685;yes;;;2
1686;yes;;;12
1687;yes;;;11
1688;yes;;;16
1689;yes;;;3
1690;yes;;;17
1691;yes;;;2
1692;yes;;;17
1693;yes;;;3
1694;yes;;;21
1695;yes;;;23
1696;yes;;;17
1697;yes;;;6
1698;yes;;;28
1699;yes;;;22
1700;yes;;;2
1701;yes;;;4
1702;yes;;;12
1703;yes;;;24
1704;yes;;;17
1705;yes;;;22
1706;yes;;;15
1707;yes;;;1
1708;yes;;;29
1709;yes;;;20
1710;yes;;;12
1711;yes;;;11
1712;yes;;;13
1713;yes;;;15
1714;yes;;;18
1715;yes;;;1
1716;yes;;;21
1717;yes;;;9
1718;yes;;;0
1719;yes;;;9
1720;yes;;;19
1721;yes;;;16
1722;yes;;;19
1723;yes;;;16
1724;yes;;;26
1725;yes;;;14
1726;yes;;;10
1727;yes;;;23
1728;yes;;;16
1729;yes;;;27
1730;yes;;;18
1731;yes;;;9
1732;yes;;;27
1733;yes;;;11
1734;yes;;;25
1735;yes;;;26
1736;yes;;;27
1737;yes;;;2
1738;yes;;;14
1739;yes;;;25
1740;yes;;;30
1741;yes;;;26
1742;yes;;;16
1743;yes;;;19
1744;yes;;;23
1745;yes;;;3
1746;yes;;;11
1747;yes;;;17
1748;yes;;;14
1749;yes;;;8
1750;yes;;;27
1751;yes;;;17
1752;yes;;;0
1753;yes;;;28
1754;yes;;;21
1755;yes;;;25
1756;yes;;;11
1757;yes;;;27
1758;yes;;;1
1759;yes;;;0
1760;yes;;;23
1761;yes;;;6
1762;yes;;;6
1763;yes;;;10
1764;yes;;;5
1765;yes;;;0
1766;yes;;;17
1767;yes;;;22
1768;yes;;;23
1769;yes;;;30
1770;yes;;;16
1771;yes;;;21
1772;yes;;;17
1773;yes;;;17
1774;yes;;;13
1775;yes;;;9
1776;yes;;;29
1777;yes;;;14
1778;yes;;;6
1779;yes;;;30
1780;yes;;;16
1781;yes;;;16
1782;yes;;;12
1783;yes;;;3
1784;yes;;;21
1785;yes;;;6
1786;yes;;;28
1787;yes;;;0
1788;yes;;;11
1789;yes;;;22
1790;yes;;;18
1791;yes;;;12
1792;yes;;;25
1793;yes;;;0
1794;yes;;;10
1795;yes;;;27
1796;yes;;;4
1797;yes;;;4
1798;house;;;20
1799;yes;;;28
1800;yes;;;13
1801;yes;;;2
1802;yes;;;22
1803;yes;;;20
1804;yes;;;26
1805;yes;;;16
1806;yes;;;3
1807;yes;;;1
1808;yes;;;15
1809;yes;;;29
1810;yes;;;17
1811;yes;;;23
1812;yes;;;18
1813;yes;;;21
1814;yes;;;6
1815;yes;;;10
1816;yes;;;28
1817;yes;;;29
1818;yes;;;4
1819;yes;;;1
1820;yes;;;1
1821;yes;;;3
1822;yes;;;14
1823;yes;;;29
1824;yes;;;12
1825;yes;;;16
1826;yes;;;23
1827;yes;;;13
1828;yes;;;22
1829;yes;;;28
1830;yes;;;5
1831;yes;;;5
1832;yes;;;3
1833;yes;;;12
1834;yes;;;16
1835;yes;;;15
1836;yes;;;29
1837;yes;;;12
1838;yes;;;10
1839;yes;;;22
1840;yes;;;11
1841;yes;;;1
1842;yes;;;23
1843;yes;;;6
1844;yes;;;2
1845;yes;;;24
1846;yes;;;29
1847;yes;;;25
1848;yes;;;13
1849;yes;;;21
1850;yes;;;5
1851;yes;;;29
1852;yes;;;12
1853;yes;;;20
1854;yes;;;14
1855;yes;;;5
1856;yes;;;25
1857;yes;;;6
1858;yes;;;13
1859;yes;;;22
1860;yes;;;5
1861;yes;;;9
1862;yes;;;11
1863;yes;;;16
1864;yes;;;23
1865;yes;;;21
1866;yes;;;10
1867;yes;;;6
1868;yes;;;28
1869;yes;;;13
1870;yes;;;6
1871;yes;;;14
1872;yes;;;10
1873;yes;;;30
1874;yes;;;2
1875;yes;;;23
1876;yes;;;29
1877;yes;;;4
1878;yes;;;25
1879;yes;;;3
1880;yes;;;29
1881;yes;;;10
1882;yes;;;7
1883;yes;;;18
1884;yes;;;1
1885;yes;;;30
1886;yes;;;20
1887;yes;;;10
1888;yes;;;9
1889;yes;;;8
1890;yes;;;20
1891;yes;;;26
1892;yes;;;3
1893;yes;;;12
1894;yes;;;24
1895;yes;;;19
1896;yes;;;30
1897;yes;;;4
1898;yes;;;17
1899;yes;;;18
1900;yes;;;15
1901;yes;;;8
1902;yes;;;4
1903;yes;;;12
1904;yes;;;4
1905;yes;;;11
1906;yes;;;4
1907;yes;;;8
1908;yes;;;16
1909;yes;;;7
1910;yes;;;23
1911;yes;;;23
1912;yes;;;24
1913;yes;;;11
1914;yes;;;10
1915;yes;;;12
1916;yes;;;6
1917;yes;;;25
1918;yes;;;16
1919;yes;;;29
1920;yes;;;30
1921;yes;;;0
1922;yes;;;3
1923;yes;;;14
1924;yes;;;9
1925;yes;;;26
1926;yes;;;7
1927;yes;;;24
1928;yes;;;12
1929;yes;;;11
1930;yes;;;25
1931;yes;;;6
1932;yes;;;10
1933;yes;;;30
1934;yes;;;19
1935;yes;;;23
1936;yes;;;0
1937;yes;;;10
1938;yes;;;1
1939;yes;;;28
1940;yes;;;21
1941;yes;;;29
1942;yes;;;14
1943;yes;;;0
1944;yes;;;5
1945;yes;;;4
1946;yes;;;8
1947;yes;;;5
1948;yes;;;15
1949;yes;;;13
1950;yes;;;7
1951;yes;;;9
1952;yes;;;2
1953;yes;;;19
1954;yes;;;6
1955;yes;;;0
1956;yes;;;7
1957;yes;;;24
1958;yes;;;3
1959;yes;;;1
1960;yes;;;23
1961;yes;;;12
1962;yes;;;13
1963;yes;;;25
1964;yes;;;11
1965;yes;;;2
1966;yes;;;23
1967;yes;;;28
1968;yes;;;17
1969;yes;;;22
1970;yes;;;26
1971;yes;;;19
1972;yes;;;24
1973;yes;;;19
1974;yes;;;27
1975;yes;;;28
1976;yes;;;26
1977;yes;;;28
1978;yes;;;14
1979;yes;;;18
1980;yes;;;29
1981;yes;;;19
1982;yes;;;30
1983;yes;;;29
1984;yes;;;28
1985;yes;;;9
1986;yes;;;30
1987;yes;;;26
1988;yes;;;9
1989;yes;;;28
1990;yes;;;3
1991;yes;;;26
1992;yes;;;11
1993;yes;;;18
1994;yes;;;20
1995;yes;;;0
1996;yes;;;28
1997;yes;;;8
1998;yes;;;23
1999;yes;;;6
2000;yes;;;19
2001;yes;;;5
2002;yes;;;26
2003;yes;;;28
2004;yes;;;25
2005;yes;;;22
2006;yes;;;13
2007;yes;;;14
2008;yes;;;1
2009;yes;;;24
2010;yes;;;12
2011;yes;;;27
2012;yes;;;4
2013;yes;;;24
2014;yes;;;24
2015;yes;;;20
2016;yes;;;3
2017;yes;;;12
2018;yes;;;6
2019;yes;;;25
2020;yes;;;20
2021;yes;;;21
2022;yes;;;24
2023;yes;;;7
2024;yes;;;26
2025;yes;;;3
2026;yes;;;28
2027;yes;;;8
2028;yes;;;28
2029;yes;;;4
2030;yes;;;10
2031;yes;;;10
2032;yes;;;11
2033;yes;;;5
2034;yes;;;26
2035;yes;;;18
2036;yes;;;2
2037;yes;;;20
2038;yes;;;6
2039;yes;;;6
2040;yes;;;0
2041;yes;;;18
2042;yes;;;12
2043;yes;;;14
2044;yes;;;9
2045;yes;;;16
2046;yes;;;10
2047;yes;;;22
2048;yes;;;20
2049;yes;;;9
2050;yes;;;3
2051;yes;;;14
2052;yes;;;12
2053;yes;;;5
2054;yes;;;3
2055;yes;;;6
2056;yes;;;13
2057;yes;;;26
2058;yes;;;9
2059;yes;;;4
2060;yes;;;15
2061;yes;;;4
2062;yes;;;28
2063;yes;;;9
2064;yes;;;10
2065;yes;;;30
2066;yes;;;26
2067;yes;;;23
2068;yes;;;28
2069;yes;;;4
2070;yes;;;27
2071;yes;;;2
2072;yes;;;15
2073;yes;;;3
2074;yes;;;16
2075;yes;;;19
2076;yes;;;27
2077;yes;;;27
2078;yes;;;25
2079;yes;;;28
2080;yes;;;1
2081;yes;;;6
2082;yes;;;11
2083;yes;;;14
2084;yes;;;2
2085;yes;;;5
2086;yes;;;25
2087;yes;;;13
2088;yes;;;28
2089;yes;;;16
2090;yes;;;0
2091;yes;;;11
2092;yes;;;28
2093;yes;;;22
2094;yes;;;17
2095;yes;;;28
2096;yes;;;23
2097;yes;;;9
2098;yes;;;12
2099;yes;;;13
2100;yes;;;24
2101;yes;;;12
2102;yes;;;5
2103;yes;;;21
2104;yes;;;11
2105;yes;;;10
2106;yes;;;1
2107;yes;;;7
2108;yes;;;10
2109;yes;;;5
2110;yes;;;1
2111;yes;;;21
2112;yes;;;27
2113;yes;;;26
2114;yes;;;12
2115;yes;;;3
2116;yes;;;22
2117;yes;;;0
2118;yes;;;0
2119;yes;;;21
2120;yes;;;3
2121;yes;;;13
2122;yes;;;23
2123;yes;;;16
2124;yes;;;9
2125;yes;;;21
2126;yes;;;0
2127;yes;;;12
2128;yes;;;8
2129;yes;;;21
2130;yes;;;7
2131;yes;;;13
2132;yes;;;21
2133;yes;;;29
2134;yes;;;5
2135;yes;;;0
2136;yes;;;19
2137;yes;;;8
2138;yes;;;24
2139;yes;;;2
2140;yes;;;15
2141;yes;;;2
2142;yes;;;15
2143;yes;;;3
2144;yes;;;18
2145;yes;;;15
2146;yes;;;15
2147;yes;;;27
2148;yes;;;20
2149;yes;;;5
2150;yes;;;14
2151;yes;;;4
2152;yes;;;29
2153;yes;;;14
2154;yes;;;11
2155;yes;;;21
2156;yes;;;26
2157;yes;;;18
2158;yes;;;1
2159;yes;;;26
2160;yes;;;8
2161;yes;;;13
2162;yes;;;27
2163;yes;;;23
2164;yes;;;8
2165;yes;;;17
2166;yes;;;9
2167;yes;;;4
2168;yes;;;28
2169;yes;;;15
2170;yes;;;30
2171;yes;;;13
2172;yes;;;15
2173;yes;;;30
2174;yes;;;28
2175;yes;;;28
2176;yes;;;25
2177;yes;;;11
2178;yes;;;22
2179;yes;;;18
2180;yes;;;30
2181;yes;;;11
2182;yes;;;17
2183;yes;;;18
2184;yes;;;9
2185;yes;;;4
2186;yes;;;1
2187;yes;;;2
2188;yes;;;0
2189;yes;;;30
2190;yes;;;23
2191;yes;;;26
2192;yes;;;7
2193;yes;;;7
2194;yes;;;16
2195;yes;;;28
2196;yes;;;13
2197;yes;;;16
2198;yes;;;4
2199;yes;;;11
2200;yes;;;1
2201;yes;;;8
2202;yes;;;12
2203;yes;;;5
2204;yes;;;23
2205;yes;;;1
2206;yes;;;7
2207;yes;;;19
2208;yes;;;17
2209;yes;;;25
2210;yes;;;26
2211;yes;;;1
2212;yes;;;20
2213;yes;;;30
2214;yes;;;5
2215;yes;;;5
2216;yes;;;8
2217;yes;;;23
2218;yes;;;21
2219;yes;;;4
2220;yes;;;24
2221;yes;;;28
2222;yes;;;4
2223;yes;;;2
2224;yes;;;18
2225;yes;;;19
2226;yes;;;26
2227;yes;;;17
2228;yes;;;22
2229;yes;;;6
2230;yes;;;29
2231;yes;;;2
2232;yes;;;15
2233;yes;;;21
2234;yes;;;2
2235;yes;;;18
2236;yes;;;11
2237;yes;;;20
2238;yes;;;13
2239;yes;;;24
2240;yes;;;22
2241;yes;;;10
2242;yes;;;10
2243;yes;;;18
2244;yes;;;20
2245;yes;;;29
2246;yes;;;11
2247;yes;;;9
2248;yes;;;24
2249;yes;;;25
2250;yes;;;27
2251;yes;;;9
2252;yes;;;6
2253;yes;;;13
2254;yes;;;18
2255;yes;;;1
2256;yes;;;10
2257;yes;;;27
2258;yes;;;20
2259;yes;;;15
2260;yes;;;7
2261;yes;;;29
2262;yes;;;24
2263;yes;;;9
2264;yes;;;20
2265;yes;;;22
2266;yes;;;28
2267;yes;;;29
2268;yes;;;14
2269;yes;;;3
2270;yes;;;15
2271;yes;;;22
2272;yes;;;17
2273;yes;;;5
2274;yes;;;25
2275;yes;;;1
2276;yes;;;1
2277;yes;;;29
2278;yes;;;27
2279;yes;;;4
2280;yes;;;16
2281;yes;;;9
2282;yes;;;10
2283;yes;;;9
2284;yes;;;14
2285;yes;;;2
2286;yes;;;0
2287;yes;;;3
2288;yes;;;23
2289;yes;;;30
2290;yes;;;14
2291;yes;;;28
2292;yes;;;18
2293;yes;;;17
2294;yes;;;23
2295;yes;;;10
2296;yes;;;25
2297;yes;;;0
2298;yes;;;11
2299;yes;;;7
2300;yes;;;25
2301;yes;;;28
2302;yes;;;30
2303;yes;;;23
2304;yes;;;10
2305;yes;;;20
2306;yes;;;8
2307;yes;;;22
2308;yes;;;27
2309;yes;;;25
2310;yes;;;29
2311;yes;;;6
2312;yes;;;22
2313;yes;;;18
2314;yes;;;11
2315;yes;;;7
2316;yes;;;7
2317;yes;;;20
2318;yes;;;17
2319;yes;;;16
2320;yes;;;15
2321;yes;;;19
2322;yes;;;28
2323;yes;;;29
2324;yes;;;26
2325;yes;;;18
2326;yes;;;3
2327;yes;;;5
2328;yes;;;5
2329;yes;;;22
2330;yes;;;26
2331;yes;;;11
2332;yes;;;11
2333;yes;;;30
2334;yes;;;8
2335;yes;;;16
2336;yes;;;26
2337;yes;;;30
2338;yes;;;4
2339;yes;;;0
2340;yes;;;16
2341;yes;;;21
2342;yes;;;24
2343;yes;;;1
2344;yes;;;17
2345;yes;;;15
2346;yes;;;25
2347;yes;;;4
2348;house;;;29
2349;yes;;;24
2350;yes;;;5
2351;yes;;;16
2352;yes;;;2
2353;yes;;;0
2354;yes;;;5
2355;yes;;;10
2356;yes;;;25
2357;yes;;;29
2358;yes;;;14
2359;yes;;;3
2360;yes;;;24
2361;yes;;;10
2362;yes;;;5
2363;yes;;;19
2364;yes;;;13
2365;yes;;;10
2366;yes;;;13
2367;yes;;;1
2368;yes;;;22
2369;yes;;;7
2370;yes;;;13
2371;yes;;;29
2372;yes;;;17
2373;yes;;;7
2374;yes;;;21
2375;yes;;;1
2376;yes;;;7
2377;yes;;;21
2378;yes;;;21
2379;yes;;;1
2380;yes;;;3
2381;yes;;;22
2382;yes;;;23
2383;yes;;;25
2384;yes;;;20
2385;yes;;;20
2386;yes;;;17
2387;yes;;;15
2388;yes;;;3
2389;yes;;;14
2390;yes;;;22
2391;yes;;;4
2392;yes;;;25
2393;yes;;;13
2394;yes;;;14
2395;yes;;;0
2396;yes;;;26
2397;yes;;;10
2398;yes;;;1
2399;yes;;;25
2400;yes;;;11
2401;yes;;;21
2402;yes;;;8
2403;yes;;;5
2404;yes;;;12
2405;yes;;;5
2406;yes;;;5
2407;yes;;;28
2408;yes;;;11
2409;yes;;;5
2410;yes;;;13
2411;yes;;;19
2412;yes;;;14
2413;yes;;;29
2414;yes;;;10
2415;yes;;;25
2416;yes;;;16
2417;yes;;;13
2418;yes;;;10
2419;yes;;;7
2420;yes;;;13
2421;yes;;;12
2422;yes;;;23
2423;yes;;;20
2424;yes;;;3
2425;yes;;;6
2426;yes;;;4
2427;yes;;;4
2428;yes;;;27
2429;yes;;;10
2430;yes;;;28
2431;yes;;;9
2432;yes;;;17
2433;yes;;;16
2434;yes;;;26
2435;yes;;;4
2436;yes;;;7
2437;yes;;;16
2438;yes;;;5
2439;yes;;;13
2440;yes;;;3
2441;yes;;;3
2442;yes;;;11
2443;yes;;;3
2444;yes;;;19
2445;yes;;;28
2446;yes;;;13
2447;yes;;;26
2448;yes;;;3
2449;yes;;;3
2450;yes;;;16
2451;yes;;;21
2452;yes;;;5
2453;yes;;;21
2454;yes;;;19
2455;yes;;;1
2456;yes;;;22
2457;yes;;;4
2458;yes;;;28
2459;yes;;;19
2460;yes;;;21
2461;yes;;;9
2462;yes;;;8
2463;yes;;;26
2464;yes;;;6
2465;yes;;;13
2466;yes;;;18
2467;yes;;;21
2468;yes;;;20
2469;yes;;;10
2470;yes;;;23
2471;yes;;;29
2472;yes;;;25
2473;yes;;;29
2474;yes;;;30
2475;yes;;;17
2476;yes;;;16
2477;yes;;;15
2478;yes;;;16
2479;yes;;;2
2480;yes;;;5
2481;yes;;;12
2482;yes;;;6
2483;yes;;;5
2484;yes;;;29
2485;yes;;;4
2486;yes;;;23
2487;yes;;;27
2488;yes;;;21
2489;yes;;;15
2490;yes;;;17
2491;yes;;;27
2492;yes;;;1
2493;yes;;;9
2494;yes;;;7
2495;yes;;;28
2496;yes;;;19
2497;yes;;;8
2498;yes;;;10
2499;yes;;;30
2500;yes;;;30
2501;yes;;;21
2502;yes;;;22
2503;yes;;;29
2504;yes;;;11
2505;yes;;;12
2506;yes;;;15
2507;yes;;;2
2508;yes;;;10
2509;yes;;;1
2510;yes;;;25
2511;yes;;;8
2512;yes;;;19
2513;yes;;;25
2514;yes;;;4
2515;yes;;;13
2516;yes;;;28
2517;yes;;;25
2518;yes;;;4
2519;yes;;;15
2520;yes;;;8
2521;yes;;;30
2522;yes;;;5
2523;yes;;;23
2524;yes;;;21
2525;yes;;;22
2526;yes;;;16
2527;yes;;;10
2528;yes;;;23
2529;yes;;;14
2530;yes;;;12
2531;yes;;;13
2532;yes;;;27
2533;yes;;;14
2534;yes;;;14
2535;yes;;;26
2536;yes;;;30
2537;yes;;;7
2538;yes;;;11
2539;yes;;;10
2540;yes;;;28
2541;yes;;;12
2542;yes;;;14
2543;yes;;;3
2544;yes;;;12
2545;yes;;;29
2546;yes;;;9
2547;yes;;;6
2548;yes;;;17
2549;yes;;;21
2550;yes;;;12
2551;yes;;;21
2552;yes;;;25
2553;yes;;;8
2554;yes;;;23
2555;yes;;;30
2556;yes;;;10
2557;yes;;;28
2558;yes;;;13
2559;yes;;;28
2560;yes;;;18
2561;yes;;;9
2562;yes;;;28
2563;yes;;;16
2564;yes;;;16
2565;yes;;;30
2566;yes;;;16
2567;yes;;;28
2568;yes;;;26
2569;yes;;;16
2570;yes;;;16
2571;yes;;;29
2572;yes;;;11
2573;yes;;;13
2574;yes;;;24
2575;yes;;;29
2576;yes;;;22
2577;yes;;;26
2578;yes;;;25
2579;yes;;;30
2580;yes;;;15
2581;yes;;;21
2582;yes;;;2
2583;yes;;;3
2584;yes;;;19
2585;yes;;;21
2586;yes;;;14
2587;yes;;;27
2588;yes;;;18
2589;yes;;;0
2590;yes;;;26
2591;yes;;;6
2592;yes;;;17
2593;yes;;;11
2594;yes;;;0
2595;yes;;;18
2596;yes;;;8
2597;yes;;;4
2598;yes;;;8
2599;yes;;;1
2600;yes;;;5
2601;yes;;;19
2602;yes;;;18
2603;yes;;;24
2604;yes;;;10
2605;yes;;;16
2606;yes;;;22
2607;yes;;;7
2608;yes;;;13
2609;yes;;;14
2610;yes;;;11
2611;yes;;;11
2612;yes;;;1
2613;yes;;;16
2614;yes;;;27
2615;yes;;;9
2616;yes;;;17
2617;yes;;;2
2618;yes;;;3
2619;yes;;;5
2620;yes;;;22
2621;yes;;;18
2622;yes;;;17
2623;yes;;;19
2624;yes;;;21
2625;yes;;;2
2626;yes;;;9
2627;yes;;;26
2628;yes;;;5
2629;yes;;;6
2630;yes;;;26
2631;yes;;;24
2632;yes;;;20
2633;yes;;;0
2634;yes;;;26
2635;yes;;;10
2636;yes;;;21
2637;yes;;;12
2638;yes;;;6
2639;yes;;;13
2640;yes;;;1
2641;yes;;;30
2642;yes;;;1
2643;yes;;;0
2644;yes;;;6
2645;yes;;;26
2646;yes;;;11
2647;yes;;;5
2648;yes;;;21
2649;yes;;;13
2650;yes;;;28
2651;yes;;;20
2652;yes;;;25
2653;yes;;;30
2654;yes;;;20
2655;yes;;;30
2656;yes;;;8
2657;yes;;;5
2658;yes;;;2
2659;yes;;;17
2660;yes;;;7
2661;yes;;;28
2662;yes;;;4
2663;yes;;;8
2664;yes;;;24
2665;yes;;;4
2666;yes;;;24
2667;yes;;;11
2668;yes;;;13
2669;yes;;;26
2670;yes;;;23
2671;yes;;;28
2672;yes;;;6
2673;yes;;;8
2674;yes;;;22
2675;yes;;;17
2676;yes;;;17
2677;yes;;;14
2678;yes;;;13
2679;yes;;;4
2680;yes;;;29
2681;yes;;;11
2682;yes;;;15
2683;yes;;;11
